station,window_scale,start_idx,end_idx,start_time,end_time,regime_kmeans,regime_gmm,regime_hmm,regime_hierarchy_super
7801671,12,636,647,2025-01-27 12:00:00,2025-01-27 23:00:00,1,2,4,1
7801671,12,648,659,2025-01-28 00:00:00,2025-01-28 11:00:00,1,2,4,1
7801671,12,660,671,2025-01-28 12:00:00,2025-01-28 23:00:00,1,2,4,1
7801671,12,672,683,2025-01-29 00:00:00,2025-01-29 11:00:00,1,2,4,1
7801671,12,684,695,2025-01-29 12:00:00,2025-01-29 23:00:00,1,2,4,1
7801671,12,696,707,2025-01-30 00:00:00,2025-01-30 11:00:00,1,2,4,1
7801671,12,708,719,2025-01-30 12:00:00,2025-01-30 23:00:00,1,2,4,1
7801671,12,720,731,2025-01-31 00:00:00,2025-01-31 11:00:00,1,2,4,1
7801671,12,732,743,2025-01-31 12:00:00,2025-01-31 23:00:00,1,2,4,1
7KEK,12,0,11,2025-01-17 09:00:00,2025-01-17 20:00:00,1,2,4,1
7KNF,12,0,11,2025-01-03 00:00:00,2025-01-03 11:00:00,1,4,1,2
7MNHGYB,12,0,11,2025-01-20 16:00:00,2025-01-21 03:00:00,1,4,1,2
8DZ7Y3T,12,0,11,2025-01-25 13:00:00,2025-01-26 00:00:00,1,0,1,2
8UM7ETF,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,1,0,1,2
9V5998,12,0,11,2025-01-02 05:00:00,2025-01-02 16:00:00,1,0,1,2
9V5998,12,12,23,2025-01-02 17:00:00,2025-01-03 04:00:00,1,0,1,2
9V8372,12,0,11,2025-01-10 12:00:00,2025-01-10 23:00:00,1,0,1,2
9V8839,12,0,11,2025-01-12 18:00:00,2025-01-13 05:00:00,1,0,1,2
9V8839,12,12,23,2025-01-13 06:00:00,2025-01-13 17:00:00,1,2,4,1
9V8839,12,24,35,2025-01-13 18:00:00,2025-01-14 05:00:00,1,2,4,1
9XLHEBZ,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,1,2,4,1
A8VP8,12,0,11,2025-01-11 06:00:00,2025-01-11 17:00:00,1,2,4,1
AHM59XC,12,0,11,2025-01-28 18:00:00,2025-01-29 05:00:00,1,2,4,1
AHSBERV,12,0,11,2025-01-01 22:00:00,2025-01-02 09:00:00,1,2,4,1
BJKUBKR,12,0,11,2025-01-14 03:00:00,2025-01-14 14:00:00,1,2,4,1
BJKUBKR,12,12,23,2025-01-14 15:00:00,2025-01-15 02:00:00,1,2,4,1
DLXT34Y,12,0,11,2025-01-28 12:00:00,2025-01-28 23:00:00,1,4,1,2
DYBJBBS,12,0,11,2025-01-14 18:00:00,2025-01-15 05:00:00,1,4,1,2
FJQBABJ,12,0,11,2025-01-24 00:00:00,2025-01-24 11:00:00,1,0,1,2
FSACF2V,12,0,11,2025-01-11 05:00:00,2025-01-11 16:00:00,1,0,1,2
GPP23MW,12,0,11,2025-01-19 11:00:00,2025-01-19 22:00:00,1,0,1,2
JGKVTNH,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,1,4,1,2
JJKGXKX,12,0,11,2025-01-31 01:00:00,2025-01-31 12:00:00,1,4,1,2
KER7UNY,12,0,11,2025-01-20 22:00:00,2025-01-21 09:00:00,1,4,1,2
KHVEVKQ,12,0,11,2025-01-12 11:00:00,2025-01-12 22:00:00,1,4,1,2
KHVEVKQ,12,12,23,2025-01-12 23:00:00,2025-01-13 10:00:00,1,4,1,2
MMZT85X,12,0,11,2025-01-24 00:00:00,2025-01-24 11:00:00,1,4,1,2
NCR33JR,12,0,11,2025-01-14 18:00:00,2025-01-15 05:00:00,1,0,1,2
PVLL43S,12,0,11,2025-01-28 01:00:00,2025-01-28 12:00:00,1,0,1,2
TXQQQGX,12,0,11,2025-01-17 04:00:00,2025-01-17 15:00:00,1,0,1,2
URHPHJZ,12,0,11,2025-01-21 12:00:00,2025-01-21 23:00:00,1,0,1,2
V7A5254,12,0,11,2025-01-21 07:00:00,2025-01-21 18:00:00,0,4,5,0
V7FQ8,12,0,11,2025-01-02 00:00:00,2025-01-02 11:00:00,0,4,5,0
V7ZZ6,12,0,11,2025-01-11 15:00:00,2025-01-12 02:00:00,1,4,1,2
V7ZZ6,12,12,23,2025-01-12 03:00:00,2025-01-12 14:00:00,1,4,1,2
V7ZZ6,12,24,35,2025-01-12 15:00:00,2025-01-13 02:00:00,1,4,1,2
VROX2,12,0,11,2025-01-03 16:00:00,2025-01-04 03:00:00,0,4,5,0
VROX2,12,12,23,2025-01-04 04:00:00,2025-01-04 15:00:00,0,4,5,0
VRVL9,12,0,11,2025-01-01 05:00:00,2025-01-01 16:00:00,1,0,1,2
VRVL9,12,12,23,2025-01-01 17:00:00,2025-01-02 04:00:00,1,0,1,2
VRVN3,12,0,11,2025-01-25 06:00:00,2025-01-25 17:00:00,1,0,4,1
VRVN3,12,12,23,2025-01-25 18:00:00,2025-01-26 05:00:00,1,0,4,1
VRVN9,12,0,11,2025-01-18 15:00:00,2025-01-19 02:00:00,1,0,4,1
VRVN9,12,12,23,2025-01-19 03:00:00,2025-01-19 14:00:00,0,0,4,1
WFQNLHW,12,0,11,2025-01-03 06:00:00,2025-01-03 17:00:00,0,0,4,1
WGAE,12,0,11,2025-01-03 16:00:00,2025-01-04 03:00:00,0,4,5,0
WGAE,12,12,23,2025-01-04 04:00:00,2025-01-04 15:00:00,0,4,5,0
WHQBY4B,12,0,11,2025-01-01 18:00:00,2025-01-02 05:00:00,1,4,1,2
WHQBY4B,12,12,23,2025-01-02 06:00:00,2025-01-02 17:00:00,1,4,1,2
WMCS,12,0,11,2025-01-24 06:00:00,2025-01-24 17:00:00,1,4,1,2
WMDK,12,0,11,2025-01-22 23:00:00,2025-01-23 10:00:00,1,0,1,2
WMHA,12,0,11,2025-01-09 04:00:00,2025-01-09 15:00:00,1,0,1,2
WMHA,12,12,23,2025-01-09 16:00:00,2025-01-10 03:00:00,1,0,1,2
WMKN,12,0,11,2025-01-01 03:00:00,2025-01-01 14:00:00,1,0,1,2
WPSTZMY,12,0,11,2025-01-16 20:00:00,2025-01-17 07:00:00,1,0,1,2
WTAA,12,0,11,2025-01-02 21:00:00,2025-01-03 08:00:00,1,0,1,2
WTAA,12,12,23,2025-01-03 09:00:00,2025-01-03 20:00:00,1,2,4,1
WTAA,12,24,35,2025-01-03 21:00:00,2025-01-04 08:00:00,1,2,4,1
YTEAPAS,12,0,11,2025-01-22 08:00:00,2025-01-22 19:00:00,1,4,1,2
YTFAA5E,12,0,11,2025-01-12 21:00:00,2025-01-13 08:00:00,1,4,1,2
YTFAA5E,12,12,23,2025-01-13 09:00:00,2025-01-13 20:00:00,1,4,1,2
YTWRDKK,12,0,11,2025-01-01 00:00:00,2025-01-01 11:00:00,1,4,1,2
ZHPBD5L,12,0,11,2025-01-25 19:00:00,2025-01-26 06:00:00,1,4,1,2
ZSWCQRH,12,0,11,2025-01-08 19:00:00,2025-01-09 06:00:00,1,4,1,2
ZZB5AKK,12,0,11,2025-01-26 20:00:00,2025-01-27 07:00:00,1,4,1,2
